PROLIFIC_PID,angular_disparity,n_valid_trials,n_correct_trials,accuracy,mean_rt_correct,rt_sd_correct
5cd063ce657e300016f6c95a,0,24,23.0,0.9583333333333334,1.572669565217391,0.8381395563089732
5cd063ce657e300016f6c95a,50,24,23.0,0.9583333333333334,2.0541869565217388,1.0064857390961646
5cd063ce657e300016f6c95a,100,24,22.0,0.9166666666666666,2.816581818181818,1.4012096908560538
5cd063ce657e300016f6c95a,150,23,22.0,0.9565217391304348,3.0727727272727274,1.6891771699859466
678e92010390e1c202944292,0,23,22.0,0.9565217391304348,1.3939863636363634,0.244135056875638
678e92010390e1c202944292,50,24,23.0,0.9583333333333334,1.6861043478260869,0.5248600908625433
678e92010390e1c202944292,100,23,21.0,0.9130434782608695,2.03052380952381,0.7576001913309961
678e92010390e1c202944292,150,24,22.0,0.9166666666666666,2.160122727272727,0.6400452416537727
64013a8e233aaa42388c821f,0,23,22.0,0.9565217391304348,1.8101363636363637,0.7659235505462573
64013a8e233aaa42388c821f,50,23,20.0,0.8695652173913043,2.4330000000000003,0.7483589062953544
64013a8e233aaa42388c821f,100,24,22.0,0.9166666666666666,3.002272727272728,0.7823861658759774
64013a8e233aaa42388c821f,150,23,21.0,0.9130434782608695,2.8649999999999998,0.908057652354739
6754d95f656838004bc46eed,0,24,20.0,0.8333333333333334,2.6650399999999994,1.7887475348910888
6754d95f656838004bc46eed,50,22,20.0,0.9090909090909091,3.343605,1.6064503152095437
6754d95f656838004bc46eed,100,22,20.0,0.9090909090909091,4.209075,1.657195194447534
6754d95f656838004bc46eed,150,22,21.0,0.9545454545454546,4.324061904761904,1.3078069347102388
675ed2ef6a6a6ae2ce682c30,0,22,13.0,0.5909090909090909,0.25353846153846155,0.025280477924726104
675ed2ef6a6a6ae2ce682c30,50,22,16.0,0.7272727272727273,0.24268750000000003,0.018365615517410068
675ed2ef6a6a6ae2ce682c30,100,22,12.0,0.5454545454545454,0.8080000000000002,1.157317274012305
675ed2ef6a6a6ae2ce682c30,150,23,12.0,0.5217391304347826,0.2956666666666667,0.15571204970792218
5e76d2652d882b2481d65066,0,23,23.0,1.0,2.423343478260869,0.7633123266551612
5e76d2652d882b2481d65066,50,24,24.0,1.0,2.5850000000000004,0.7041005949621737
5e76d2652d882b2481d65066,100,24,24.0,1.0,3.3425541666666665,0.9542584550908201
5e76d2652d882b2481d65066,150,23,20.0,0.8695652173913043,2.61493,0.8608083924581101
671469967e2a4f2e612e3846,0,23,21.0,0.9130434782608695,1.3187380952380954,0.4366049902099041
671469967e2a4f2e612e3846,50,24,23.0,0.9583333333333334,2.218626086956522,0.8913100446265453
671469967e2a4f2e612e3846,100,22,18.0,0.8181818181818182,2.7186000000000003,1.00690647675997
671469967e2a4f2e612e3846,150,24,21.0,0.875,2.6563047619047624,0.9488108391434988
651d64f5eb4ac4993ecc5abd,0,23,22.0,0.9565217391304348,1.3006181818181817,0.2282173663864043
651d64f5eb4ac4993ecc5abd,50,24,24.0,1.0,2.0844624999999994,0.9234088311263727
651d64f5eb4ac4993ecc5abd,100,23,21.0,0.9130434782608695,2.3158095238095235,0.8172968511530936
651d64f5eb4ac4993ecc5abd,150,23,19.0,0.8260869565217391,2.1871315789473686,0.6283170033710263
62861bcc5f0edf6340c914df,0,23,23.0,1.0,1.4515434782608696,0.5491690010006747
62861bcc5f0edf6340c914df,50,23,22.0,0.9565217391304348,1.5471318181818183,0.5200391911846313
62861bcc5f0edf6340c914df,100,24,22.0,0.9166666666666666,2.1350590909090914,0.7098004828045767
62861bcc5f0edf6340c914df,150,22,21.0,0.9545454545454546,2.1057809523809525,0.3750815932821119
6773f03382962d5d8c2ca38a,0,23,21.0,0.9130434782608695,1.5577571428571428,0.8525864352494875
6773f03382962d5d8c2ca38a,50,23,19.0,0.8260869565217391,2.399663157894737,1.3744987527622676
6773f03382962d5d8c2ca38a,100,22,19.0,0.8636363636363636,1.9690736842105265,0.9308598700139239
6773f03382962d5d8c2ca38a,150,24,21.0,0.875,2.2152238095238097,0.6738502199337489
6721aeda53346fd7b593efd7,0,24,24.0,1.0,2.3222875000000003,0.9838544410334815
6721aeda53346fd7b593efd7,50,24,23.0,0.9583333333333334,2.901043478260869,0.5838666339203958
6721aeda53346fd7b593efd7,100,24,23.0,0.9583333333333334,3.0669521739130436,0.8032390558174534
6721aeda53346fd7b593efd7,150,24,21.0,0.875,2.8939523809523813,0.7114013498855954
664f408259a7d76b52e2ae25,0,24,22.0,0.9166666666666666,2.278631818181818,1.0751162902267004
664f408259a7d76b52e2ae25,50,24,22.0,0.9166666666666666,2.5704136363636363,1.091788038165552
664f408259a7d76b52e2ae25,100,22,20.0,0.9090909090909091,3.2824599999999995,1.1740988676203417
664f408259a7d76b52e2ae25,150,24,22.0,0.9166666666666666,3.2520954545454543,0.9803288415615459
678fa1020e5289062a7e76f0,0,24,23.0,0.9583333333333334,2.8605782608695653,1.1694266940205131
678fa1020e5289062a7e76f0,50,24,18.0,0.75,4.21035,1.3614853982712714
678fa1020e5289062a7e76f0,100,22,10.0,0.45454545454545453,4.088289999999999,1.3769469363212383
678fa1020e5289062a7e76f0,150,24,17.0,0.7083333333333334,4.212082352941176,1.2650818408482978
6699571ba83beb19c5acbfef,0,23,23.0,1.0,1.9017391304347822,0.5957163920548484
6699571ba83beb19c5acbfef,50,24,22.0,0.9166666666666666,2.5756818181818186,0.8227029427652681
6699571ba83beb19c5acbfef,100,23,23.0,1.0,3.056173913043479,0.9403271989614675
6699571ba83beb19c5acbfef,150,24,19.0,0.7916666666666666,4.2368421052631575,1.6236397131533382
61233706eb1ec697c18d5aef,0,24,22.0,0.9166666666666666,2.1116818181818187,1.4464593967064359
61233706eb1ec697c18d5aef,50,22,18.0,0.8181818181818182,2.793816666666667,1.1906942054458622
61233706eb1ec697c18d5aef,100,22,17.0,0.7727272727272727,3.4691529411764708,1.6892299736557657
61233706eb1ec697c18d5aef,150,22,18.0,0.8181818181818182,4.249966666666667,1.7111186330791295
669adbdb7e97d6e53cb2d924,0,24,23.0,0.9583333333333334,2.9607391304347823,1.4020270136611395
669adbdb7e97d6e53cb2d924,50,23,20.0,0.8695652173913043,4.021050000000001,1.6911637685644945
669adbdb7e97d6e53cb2d924,100,23,20.0,0.8695652173913043,4.89745,1.1992184505357075
669adbdb7e97d6e53cb2d924,150,23,17.0,0.7391304347826086,5.444470588235295,0.9837149687312288
67343fb98c1f4f89ea821878,0,23,16.0,0.6956521739130435,1.1167562500000003,0.46668331870587937
67343fb98c1f4f89ea821878,50,23,13.0,0.5652173913043478,0.8737769230769229,0.2828839106825924
67343fb98c1f4f89ea821878,100,23,14.0,0.6086956521739131,0.8461071428571428,0.30103099115765913
67343fb98c1f4f89ea821878,150,23,12.0,0.5217391304347826,0.8431083333333333,0.2893804682054196
676fac81dc17021dfb5fad67,0,23,18.0,0.782608695652174,1.909438888888889,0.6399546630439018
676fac81dc17021dfb5fad67,50,23,23.0,1.0,2.6196434782608695,0.8558614229514279
676fac81dc17021dfb5fad67,100,24,22.0,0.9166666666666666,3.5855090909090914,1.035355865625365
676fac81dc17021dfb5fad67,150,24,22.0,0.9166666666666666,3.958313636363636,1.432180120786706
612039d9400fae9545b3c5a8,0,46,45.0,0.9782608695652174,2.3145400000888885,0.9871383422224738
612039d9400fae9545b3c5a8,50,46,44.0,0.9565217391304348,2.9901431819090907,1.1647118672491712
612039d9400fae9545b3c5a8,100,47,42.0,0.8936170212765957,3.4770023810476185,1.5484940615502243
612039d9400fae9545b3c5a8,150,47,44.0,0.9361702127659575,3.422268181795455,1.4669026663177176
65d863e56337aa59292ccd66,0,23,23.0,1.0,1.2561739130434786,0.3150213055094864
65d863e56337aa59292ccd66,50,24,20.0,0.8333333333333334,1.7402999999999995,0.5871096104960658
65d863e56337aa59292ccd66,100,23,22.0,0.9565217391304348,1.620909090909091,0.35328417121023925
65d863e56337aa59292ccd66,150,23,19.0,0.8260869565217391,1.997421052631579,0.4409873159916247
6110b58d7063061e373e2fbc,0,24,22.0,0.9166666666666666,2.3755181818181814,0.9506604549501679
6110b58d7063061e373e2fbc,50,22,15.0,0.6818181818181818,2.931426666666667,0.8971550809297661
6110b58d7063061e373e2fbc,100,23,18.0,0.782608695652174,2.78425,0.9491188521930409
6110b58d7063061e373e2fbc,150,24,21.0,0.875,2.9875,0.8070189241895137
60fdc934e81b93f92f561d76,0,23,23.0,1.0,2.67395652173913,1.8322439212928567
60fdc934e81b93f92f561d76,50,24,23.0,0.9583333333333334,2.881208695652174,1.3811356877956513
60fdc934e81b93f92f561d76,100,23,21.0,0.9130434782608695,3.3472523809523813,1.2786418253831084
60fdc934e81b93f92f561d76,150,23,18.0,0.782608695652174,3.280477777777778,1.4887833839021063
6127017baee75f10aa174139,0,23,21.0,0.9130434782608695,1.5566238095238096,0.8750602304440317
6127017baee75f10aa174139,50,23,22.0,0.9565217391304348,2.856081818181818,1.4607484818656247
6127017baee75f10aa174139,100,24,23.0,0.9583333333333334,3.6099260869565217,1.436315136735602
6127017baee75f10aa174139,150,24,23.0,0.9583333333333334,3.8160956521739124,1.6406682694666774
6655fd511b6c8d1fd05de12d,0,22,20.0,0.9090909090909091,2.0651249999999997,0.673145361540253
6655fd511b6c8d1fd05de12d,50,24,19.0,0.7916666666666666,2.9252368421052624,1.061881097764469
6655fd511b6c8d1fd05de12d,100,24,16.0,0.6666666666666666,3.771825,1.0647782664323435
6655fd511b6c8d1fd05de12d,150,24,19.0,0.7916666666666666,3.6873421052631588,1.3999137915186814
5e968e6744b6d010b16540a4,0,23,22.0,0.9565217391304348,1.6376818181818178,0.8422222524433931
5e968e6744b6d010b16540a4,50,24,22.0,0.9166666666666666,2.197454545454545,0.8940427563693193
5e968e6744b6d010b16540a4,100,23,21.0,0.9130434782608695,3.083285714285714,0.704440071465071
5e968e6744b6d010b16540a4,150,23,19.0,0.8260869565217391,3.4482631578947367,1.0072007877779805
673a37f0ad04c995c8322ca6,0,24,24.0,1.0,1.6111416666666665,0.9756964152389538
673a37f0ad04c995c8322ca6,50,24,24.0,1.0,1.9242708333333332,0.9270374306401933
673a37f0ad04c995c8322ca6,100,22,22.0,1.0,2.6047181818181815,0.9460213229432006
673a37f0ad04c995c8322ca6,150,23,23.0,1.0,3.20144347826087,1.5795083290885423
66f8367b5310ebb97346b93c,0,23,22.0,0.9565217391304348,1.642504545454546,0.7001494551180945
66f8367b5310ebb97346b93c,50,24,20.0,0.8333333333333334,1.932165,0.6072718738016164
66f8367b5310ebb97346b93c,100,21,19.0,0.9047619047619048,2.2537947368421056,0.5803477745414423
66f8367b5310ebb97346b93c,150,24,22.0,0.9166666666666666,2.5737318181818187,1.096314046241775
610341bbc7f7114aea9a2cea,0,24,22.0,0.9166666666666666,3.1086590909090903,1.6082252586414838
610341bbc7f7114aea9a2cea,50,24,21.0,0.875,3.4725523809523806,1.2139593854899133
610341bbc7f7114aea9a2cea,100,23,21.0,0.9130434782608695,4.4240095238095245,1.1685582235835585
610341bbc7f7114aea9a2cea,150,23,16.0,0.6956521739130435,4.534625,1.1322632612015047
673e759016f888e8212c0c1f,0,24,22.0,0.9166666666666666,1.6417318181818181,0.4807822855329125
673e759016f888e8212c0c1f,50,23,21.0,0.9130434782608695,1.9486571428571426,0.7328906429825861
673e759016f888e8212c0c1f,100,24,23.0,0.9583333333333334,2.008004347826087,0.6020589494531252
673e759016f888e8212c0c1f,150,23,19.0,0.8260869565217391,1.968042105263158,0.6575226335908222
65fa95fafeda35caf378b6f9,0,24,24.0,1.0,1.8627208333333336,0.982070266670128
65fa95fafeda35caf378b6f9,50,23,22.0,0.9565217391304348,1.8687045454545457,0.6938296974229152
65fa95fafeda35caf378b6f9,100,24,23.0,0.9583333333333334,2.356939130434782,0.8616440805698299
65fa95fafeda35caf378b6f9,150,24,21.0,0.875,2.6789904761904757,0.966227556999262
67519b91595db9a046359da0,0,23,23.0,1.0,1.8972869565217392,0.6111787822830922
67519b91595db9a046359da0,50,24,24.0,1.0,2.601120833333333,1.2207155602810669
67519b91595db9a046359da0,100,23,23.0,1.0,2.8102695652173915,0.887885686455998
67519b91595db9a046359da0,150,24,20.0,0.8333333333333334,3.1683899999999996,1.313976396848012
66122c3b55a1487b4e58e292,0,24,20.0,0.8333333333333334,1.3588350000000002,0.4120312050969977
66122c3b55a1487b4e58e292,50,24,23.0,0.9583333333333334,1.4931434782608697,0.5986157758651408
66122c3b55a1487b4e58e292,100,24,19.0,0.7916666666666666,2.080347368421053,0.7265825917482327
66122c3b55a1487b4e58e292,150,24,17.0,0.7083333333333334,1.8407764705882352,0.5499806548068438
6575c6e1563027adb8f299cb,0,24,24.0,1.0,1.9384624999999993,0.8060506920149787
6575c6e1563027adb8f299cb,50,24,24.0,1.0,2.5288875,0.9776462124886887
6575c6e1563027adb8f299cb,100,24,23.0,0.9583333333333334,3.05295652173913,0.9048771367258485
6575c6e1563027adb8f299cb,150,24,22.0,0.9166666666666666,3.01625,0.9248067019395895
672a89bc5e3d67a9fdbdf803,0,24,22.0,0.9166666666666666,3.183436363636363,0.7603207966725715
672a89bc5e3d67a9fdbdf803,50,22,20.0,0.9090909090909091,4.76425,1.351628620551791
672a89bc5e3d67a9fdbdf803,100,24,18.0,0.75,4.448683333333333,0.7616259289101411
672a89bc5e3d67a9fdbdf803,150,22,17.0,0.7727272727272727,4.2542647058823535,0.9783185472669271
5a9bbda1f6dfdd0001ea9639,0,23,22.0,0.9565217391304348,1.4496181818181817,0.7958191237642621
5a9bbda1f6dfdd0001ea9639,50,23,22.0,0.9565217391304348,2.3025772727272726,1.0998674928553107
5a9bbda1f6dfdd0001ea9639,100,23,23.0,1.0,2.830117391304348,1.3407337620097755
5a9bbda1f6dfdd0001ea9639,150,23,21.0,0.9130434782608695,3.123647619047619,1.220995997380437
605e42cc59833acecfd3f301,0,24,24.0,1.0,1.2725666666666666,0.5461716792258693
605e42cc59833acecfd3f301,50,23,23.0,1.0,1.8430130434782608,0.8009337501284746
605e42cc59833acecfd3f301,100,23,20.0,0.8695652173913043,2.1161500000000006,0.4911917746396861
605e42cc59833acecfd3f301,150,23,16.0,0.6956521739130435,2.4701874999999998,0.7765051481907037
677d3cc83d0aa6a39541f5d6,0,23,22.0,0.9565217391304348,1.1389454545454547,0.31209234855403617
677d3cc83d0aa6a39541f5d6,50,23,18.0,0.782608695652174,1.9972055555555552,0.7304626015890625
677d3cc83d0aa6a39541f5d6,100,23,21.0,0.9130434782608695,2.190823809523809,0.7931364705425933
677d3cc83d0aa6a39541f5d6,150,24,19.0,0.7916666666666666,2.495121052631579,1.0526124820226774
66e7a85e45c1132f1e2d12b6,0,24,24.0,1.0,1.5247333333333337,0.447665231741471
66e7a85e45c1132f1e2d12b6,50,24,23.0,0.9583333333333334,2.032347826086956,1.0640576649913658
66e7a85e45c1132f1e2d12b6,100,24,22.0,0.9166666666666666,2.7689454545454555,1.0956039416153618
66e7a85e45c1132f1e2d12b6,150,23,22.0,0.9565217391304348,2.8902545454545456,1.3749389024442307
667af5cc382d3037050e3632,0,24,24.0,1.0,2.0025458333333335,1.0949400467919879
667af5cc382d3037050e3632,50,24,23.0,0.9583333333333334,3.4182043478260873,1.243872179006955
667af5cc382d3037050e3632,100,22,17.0,0.7727272727272727,3.8798999999999997,1.2730469566162907
667af5cc382d3037050e3632,150,23,22.0,0.9565217391304348,4.204381818181817,1.4600582514916718
65d563ecf8df20ade2f17888,0,23,22.0,0.9565217391304348,2.0235772727272727,0.7869701736538552
65d563ecf8df20ade2f17888,50,22,20.0,0.9090909090909091,2.7131550000000004,1.2062898985929413
65d563ecf8df20ade2f17888,100,24,22.0,0.9166666666666666,4.0388,1.2049237304454072
65d563ecf8df20ade2f17888,150,23,18.0,0.782608695652174,3.378461111111111,0.9917675018926853
5d27851db6eb920018a5fb27,0,24,22.0,0.9166666666666666,2.0973272727272727,1.2781142758290132
5d27851db6eb920018a5fb27,50,24,18.0,0.75,2.996594444444444,1.0298668957241497
5d27851db6eb920018a5fb27,100,22,17.0,0.7727272727272727,3.462541176470589,1.2360122703976404
5d27851db6eb920018a5fb27,150,23,20.0,0.8695652173913043,3.8048950000000006,1.0984373548843207
5eddaa6d115bb4ac7e59f153,0,22,21.0,0.9545454545454546,1.3273238095238096,0.6483256472674531
5eddaa6d115bb4ac7e59f153,50,24,23.0,0.9583333333333334,2.239930434782609,1.2403774035036796
5eddaa6d115bb4ac7e59f153,100,24,19.0,0.7916666666666666,2.1612684210526316,0.5925258157082287
5eddaa6d115bb4ac7e59f153,150,24,23.0,0.9583333333333334,2.4067304347826086,1.226988328993461
653ed34dfa601f3952c72ed4,0,24,22.0,0.9166666666666666,3.0229500000000002,1.6156432599962867
653ed34dfa601f3952c72ed4,50,24,20.0,0.8333333333333334,3.49677,1.653967130425002
653ed34dfa601f3952c72ed4,100,24,15.0,0.625,3.9182333333333337,1.7756573437408896
653ed34dfa601f3952c72ed4,150,24,16.0,0.6666666666666666,4.2252375,1.2310851727236423
5df967d2f6191f6e87b236e6,0,23,22.0,0.9565217391304348,1.4430954545454548,0.6142827830872378
5df967d2f6191f6e87b236e6,50,23,23.0,1.0,1.7033521739130435,0.45729185316636906
5df967d2f6191f6e87b236e6,100,24,21.0,0.875,2.3823238095238093,0.9720733613800773
5df967d2f6191f6e87b236e6,150,23,22.0,0.9565217391304348,2.406890909090909,0.9219524819430983
678434b875eab5b07a505724,0,24,22.0,0.9166666666666666,2.7538227272727274,1.3695780058911502
678434b875eab5b07a505724,50,24,24.0,1.0,3.105429166666666,1.666280649799105
678434b875eab5b07a505724,100,23,23.0,1.0,3.5956478260869567,1.2723542920220285
678434b875eab5b07a505724,150,23,22.0,0.9565217391304348,3.8171363636363638,1.5870790617163746
58a229e74d580c0001e0a766,0,24,23.0,0.9583333333333334,1.781621739130435,0.8475946853501982
58a229e74d580c0001e0a766,50,23,22.0,0.9565217391304348,1.923140909045454,0.47985131601287756
58a229e74d580c0001e0a766,100,23,23.0,1.0,2.2150608697391303,0.7355274228605349
58a229e74d580c0001e0a766,150,23,21.0,0.9130434782608695,2.4570809523333326,0.6600054522027948
630386f64c5bbd56ab1c3b0f,0,24,24.0,1.0,2.9017874999999997,0.8773629511768926
630386f64c5bbd56ab1c3b0f,50,24,23.0,0.9583333333333334,3.288726086956521,0.8912187723548178
630386f64c5bbd56ab1c3b0f,100,23,19.0,0.8260869565217391,3.9969210526315786,1.4473796851087475
630386f64c5bbd56ab1c3b0f,150,24,22.0,0.9166666666666666,4.2070954545454535,0.914973131261643
66c9071f0a3b0e1d3a041c01,0,23,23.0,1.0,2.126039130434782,1.0031447424516067
66c9071f0a3b0e1d3a041c01,50,23,20.0,0.8695652173913043,3.7596499999999997,1.3600488309732037
66c9071f0a3b0e1d3a041c01,100,21,19.0,0.9047619047619048,4.247826315789474,1.1534897296860636
66c9071f0a3b0e1d3a041c01,150,24,24.0,1.0,4.217825,1.6856288002971784
662ddcfc1103d1acda67d937,0,23,23.0,1.0,1.7621217391304347,0.5683731776319
662ddcfc1103d1acda67d937,50,24,24.0,1.0,2.6411458333333333,1.1805301001555142
662ddcfc1103d1acda67d937,100,24,22.0,0.9166666666666666,2.856413636363636,0.895161204048615
662ddcfc1103d1acda67d937,150,23,21.0,0.9130434782608695,2.9891714285714284,0.9614070012969831
5e7987df47422a5443426cd7,0,23,21.0,0.9130434782608695,1.7059666666666662,0.6099723250552711
5e7987df47422a5443426cd7,50,23,22.0,0.9565217391304348,2.101754545454545,0.7800394151990457
5e7987df47422a5443426cd7,100,23,21.0,0.9130434782608695,2.858595238095238,0.745298010514043
5e7987df47422a5443426cd7,150,23,22.0,0.9565217391304348,3.5056818181818183,0.9667129980537453
678ba680eefc2d7fd8559a03,0,23,21.0,0.9130434782608695,2.171814285714286,0.6846021416017586
678ba680eefc2d7fd8559a03,50,23,21.0,0.9130434782608695,3.1040190476190483,1.1213669165884321
678ba680eefc2d7fd8559a03,100,22,19.0,0.8636363636363636,3.968263157894738,1.498264101556096
678ba680eefc2d7fd8559a03,150,24,24.0,1.0,3.7636083333333326,1.2595752872597026
6779262b285a5b12c721ecee,0,22,19.0,0.8636363636363636,2.7016999999999998,1.3347915376151023
6779262b285a5b12c721ecee,50,24,22.0,0.9166666666666666,3.4118,1.3352248977678058
6779262b285a5b12c721ecee,100,23,18.0,0.782608695652174,3.7200500000000005,1.2055153807543453
6779262b285a5b12c721ecee,150,22,18.0,0.8181818181818182,4.005372222222223,1.0046261088558128
671d2abf2ba7384f9b45678a,0,24,23.0,0.9583333333333334,2.0542826086956523,1.084945892933323
671d2abf2ba7384f9b45678a,50,23,23.0,1.0,2.1898999999999997,0.7015451291127449
671d2abf2ba7384f9b45678a,100,23,23.0,1.0,3.2379347826086957,1.5418914967746877
671d2abf2ba7384f9b45678a,150,23,23.0,1.0,3.5323739130434793,1.3333272595678523
66370a20a4b5b1a460904760,0,23,23.0,1.0,1.790717391304348,0.46578640213199357
66370a20a4b5b1a460904760,50,24,24.0,1.0,2.3397916666666667,0.9173578491547326
66370a20a4b5b1a460904760,100,23,23.0,1.0,2.6647478260869564,0.945882845364134
66370a20a4b5b1a460904760,150,23,22.0,0.9565217391304348,3.5066863636363634,0.9371628883652
6535d3f1b4ff80adff474548,0,24,24.0,1.0,1.2474583333333336,0.40750737301056406
6535d3f1b4ff80adff474548,50,23,22.0,0.9565217391304348,1.7094545454545453,0.6548324923777019
6535d3f1b4ff80adff474548,100,23,23.0,1.0,2.3321304347826093,0.8036219319345173
6535d3f1b4ff80adff474548,150,23,21.0,0.9130434782608695,2.4754285714285715,0.7009931220367694
678d4b5574c6a54d8f4cafd8,0,24,23.0,0.9583333333333334,1.4493695652173912,0.6794429800377142
678d4b5574c6a54d8f4cafd8,50,23,20.0,0.8695652173913043,1.4319,0.601590340592946
678d4b5574c6a54d8f4cafd8,100,23,22.0,0.9565217391304348,2.0236181818181813,0.8140181170537759
678d4b5574c6a54d8f4cafd8,150,23,22.0,0.9565217391304348,1.9362681818181817,0.8511090794544904
5b19f4854c72120001f1e1b3,0,24,24.0,1.0,1.8744083333333332,0.6828873883334846
5b19f4854c72120001f1e1b3,50,24,23.0,0.9583333333333334,1.9789739130434785,0.5706957159446955
5b19f4854c72120001f1e1b3,100,24,22.0,0.9166666666666666,2.4603545454545452,0.5077199694312874
5b19f4854c72120001f1e1b3,150,23,22.0,0.9565217391304348,2.376372727272727,0.4122986529456278
6736142695794b6108842ed2,0,23,23.0,1.0,2.2712608696521737,1.3112304567678503
6736142695794b6108842ed2,50,23,23.0,1.0,3.023873912913044,1.1015803800963675
